pathway	transcriptome_pval	transcriptome_padj	proteome_pval	proteome_padj	ES_transcriptome	NES_transcriptome	ES_proteome	NES_proteome	combined_pval	combined_padj	log10combp
(KEGG) Breast cancer	0.0142179288489563	0.084059288894849	0.00344745367900879	0.0741946724288347	0.600448147080799	1.89875157198777	0.600585812279037	1.94473065321372	0.0229381823691018	0.091542447319055	1.63944099874269
(KEGG) Cellular senescence	0.023383766816189	0.084059288894849	0.0120242769172442	0.0741946724288347	0.437103271074554	1.53120439693936	0.436964805275606	1.57478429627628	0.0229381823691018	0.091542447319055	1.63944099874269
(KEGG) Chagas disease	0.0164077857041607	0.084059288894849	0.0133484969998829	0.0741946724288347	0.537704148109251	1.69046226353789	0.537252719647886	1.73312109583119	0.0229381823691018	0.091542447319055	1.63944099874269
(KEGG) Chemical carcinogenesis - reactive oxygen species	0.0217015351424419	0.084059288894849	0.00869282439709914	0.0741946724288347	0.57042962111768	1.98452459972071	0.570291289398217	2.03503008476274	0.0229381823691018	0.091542447319055	1.63944099874269
(KEGG) Choline metabolism in cancer	0.0186033888058444	0.084059288894849	0.00925313536192137	0.0741946724288347	0.508964569619018	1.59092843233066	0.521813132770626	1.65248281398902	0.0229381823691018	0.091542447319055	1.63944099874269
(KEGG) Endocrine resistance	0.0228706974091754	0.084059288894849	0.0135648826732701	0.0741946724288347	0.502138250537368	1.60031636566782	0.50186288223226	1.62687436040864	0.0229381823691018	0.091542447319055	1.63944099874269
(KEGG) Endometrial cancer	0.0103095355376563	0.084059288894849	0.00321433576713715	0.0741946724288347	0.581406712926856	1.7603516092158	0.581544169971529	1.76022754465507	0.0229381823691018	0.091542447319055	1.63944099874269
(KEGG) Epithelial cell signaling in Helicobacter pylori infection	0.00397762638147423	0.084059288894849	0.00517951238749854	0.0741946724288347	0.681979879526972	1.81609933213245	0.682391345718167	1.84141036826973	0.0229381823691018	0.091542447319055	1.63944099874269
(KEGG) Fc epsilon RI signaling pathway	0.010402966261619	0.084059288894849	0.00994738666733603	0.0741946724288347	0.607925878410318	1.89108309039157	0.608063429992162	1.91016125690511	0.0229381823691018	0.091542447319055	1.63944099874269
(KEGG) Fc gamma R-mediated phagocytosis	0.0146111586769178	0.084059288894849	0.0109233991925535	0.0741946724288347	0.594291194410282	1.99379887954139	0.611082418149722	2.08882191513455	0.0229381823691018	0.091542447319055	1.63944099874269
(KEGG) Fluid shear stress and atherosclerosis	0.0142898329692425	0.084059288894849	0.00382322447432505	0.0741946724288347	0.50900462401465	1.71987144844602	0.526525748466616	1.79485805210624	0.0229381823691018	0.091542447319055	1.63944099874269
(KEGG) Glycosaminoglycan degradation	0.00649111129307137	0.084059288894849	0.00608435111003751	0.0741946724288347	-0.712794361123403	-1.79816258009738	-0.712657356054215	-1.75749948755322	0.0229381823691018	0.091542447319055	1.63944099874269
(KEGG) Glycosphingolipid biosynthesis - lacto and neolacto series	0.00194257983118178	0.084059288894849	0.00276213877192284	0.0741946724288347	0.998632010943912	1.33480692741286	0.998632010943912	1.34293007105572	0.0229381823691018	0.091542447319055	1.63944099874269
(KEGG) Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	0.0116205077334744	0.084059288894849	0.0127491671631756	0.0741946724288347	-0.639535636414123	-1.71143313799719	-0.639535636414123	-1.66396668754225	0.0229381823691018	0.091542447319055	1.63944099874269
(KEGG) Glyoxylate and dicarboxylate metabolism	0.0159243089619644	0.084059288894849	0.0132678390215726	0.0741946724288347	0.591298192581112	1.59197864606598	0.591161018369863	1.61839692063171	0.0229381823691018	0.091542447319055	1.63944099874269
(KEGG) Human immunodeficiency virus 1 infection	0.00438652453471964	0.084059288894849	0.00843935152487533	0.0741946724288347	0.51984298840374	1.94833935284965	0.523986194737196	2.00399059398184	0.0229381823691018	0.091542447319055	1.63944099874269
(KEGG) Inositol phosphate metabolism	0.0147302730265137	0.084059288894849	0.0135410428091695	0.0741946724288347	0.493356740932863	1.56684607704923	0.493356740932863	1.60984407699744	0.0229381823691018	0.091542447319055	1.63944099874269
(KEGG) Kaposi sarcoma-associated herpesvirus infection	0.00635145994633349	0.084059288894849	0.0112368583079173	0.0741946724288347	0.588912404888442	2.10726761006873	0.588773823957178	2.12031702377946	0.0229381823691018	0.091542447319055	1.63944099874269
(KEGG) Legionellosis	0.00727025085212871	0.084059288894849	0.0125644733591848	0.0741946724288347	0.617725759636549	1.68395499655596	0.618054238639988	1.70478938175423	0.0229381823691018	0.091542447319055	1.63944099874269
(KEGG) Leishmaniasis	0.0126821551554267	0.084059288894849	0.0105309465143981	0.0741946724288347	0.54791275951176	1.7401099175881	0.54791275951176	1.7878626912921	0.0229381823691018	0.091542447319055	1.63944099874269
(KEGG) MAPK signaling pathway	0.0141647784525659	0.084059288894849	0.00760176129674887	0.0741946724288347	0.513642885596327	1.91856562716147	0.513560456572798	1.94049828190288	0.0229381823691018	0.091542447319055	1.63944099874269
(KEGG) Melanoma	0.0237657266777726	0.084059288894849	0.00810901060630086	0.0741946724288347	0.582117342515067	1.65673934488759	0.582254629719899	1.66394207434908	0.0229381823691018	0.091542447319055	1.63944099874269
(KEGG) NF-kappa B signaling pathway	0.0165234809140718	0.084059288894849	0.006008358346808	0.0741946724288347	0.522039846134584	1.6508069569493	0.52231517653106	1.69128593062194	0.0229381823691018	0.091542447319055	1.63944099874269
(KEGG) Neutrophil extracellular trap formation	0.0162673080868306	0.084059288894849	0.0139931149302406	0.0741946724288347	0.541382755114957	1.75835740085794	0.515502713878063	1.72820036627994	0.0229381823691018	0.091542447319055	1.63944099874269
(KEGG) One carbon pool by folate	0.0103422734726556	0.084059288894849	0.0077692461982569	0.0741946724288347	0.763921727516934	1.71154321482007	0.763921727516934	1.69432041136577	0.0229381823691018	0.091542447319055	1.63944099874269
(KEGG) Osteoclast differentiation	0.0129059520241498	0.084059288894849	0.00667684169026217	0.0741946724288347	0.539155438761779	1.83603724720039	0.538741188554654	1.86216360730399	0.0229381823691018	0.091542447319055	1.63944099874269
(KEGG) Pathogenic Escherichia coli infection	0.0121272059421087	0.084059288894849	0.0135890268272972	0.0741946724288347	0.539536856376423	1.92956332889547	0.539814171961559	1.95581578693472	0.0229381823691018	0.091542447319055	1.63944099874269
(KEGG) Pertussis	0.0147519631990835	0.084059288894849	0.0114144589927298	0.0741946724288347	0.610148465033609	1.72010653263673	0.609599391595037	1.73705666148399	0.0229381823691018	0.091542447319055	1.63944099874269
(KEGG) Phenylalanine, tyrosine and tryptophan biosynthesis	0.00515365569786462	0.084059288894849	0.00506048883061121	0.0741946724288347	0.940090544376575	1.53885431159843	0.940090544376575	1.51461351848209	0.0229381823691018	0.091542447319055	1.63944099874269
(KEGG) Phosphatidylinositol signaling system	0.0162673080868306	0.084059288894849	0.012818082647796	0.0741946724288347	0.554995755894726	1.80257107490433	0.555133572873778	1.86106109269036	0.0229381823691018	0.091542447319055	1.63944099874269
(KEGG) Prion disease	0.0191273386971318	0.084059288894849	0.0144656279578231	0.0741946724288347	0.579572774181474	2.00282655592903	0.588692927086201	2.08447553089789	0.0229381823691018	0.091542447319055	1.63944099874269
(KEGG) Prolactin signaling pathway	0.0161419266823536	0.084059288894849	0.00609221162008815	0.0741946724288347	0.613427677404304	1.8420094593883	0.613565115557136	1.84741850152234	0.0229381823691018	0.091542447319055	1.63944099874269
(KEGG) Prostate cancer	0.0205962878309765	0.084059288894849	0.0106805347652487	0.0741946724288347	0.541047518438371	1.72432033893911	0.54421711100146	1.7641728363051	0.0229381823691018	0.091542447319055	1.63944099874269
(KEGG) RIG-I-like receptor signaling pathway	0.0197667964250759	0.084059288894849	0.00675547686479967	0.0741946724288347	0.562099838374479	1.72991963335571	0.562099838374479	1.73296051062366	0.0229381823691018	0.091542447319055	1.63944099874269
(KEGG) Rap1 signaling pathway	0.0185169996006533	0.084059288894849	0.0132169857832085	0.0741946724288347	0.535366698604848	1.84250523894375	0.510863924365623	1.79012800460563	0.0229381823691018	0.091542447319055	1.63944099874269
(KEGG) Regulation of actin cytoskeleton	0.00413818442059647	0.084059288894849	0.00508999452154837	0.0741946724288347	0.552337614215871	2.02522509194981	0.56186481590072	2.07915397556768	0.0229381823691018	0.091542447319055	1.63944099874269
(KEGG) Salmonella infection	0.00936266963545706	0.084059288894849	0.00731284835101434	0.0741946724288347	0.494995658927735	1.8976104273088	0.494855700915138	1.93167440585895	0.0229381823691018	0.091542447319055	1.63944099874269
(KEGG) Shigellosis	0.00306681999205199	0.084059288894849	0.0107477806160979	0.0741946724288347	0.535854322659137	2.01299663082198	0.529785013825742	2.02262046480219	0.0229381823691018	0.091542447319055	1.63944099874269
(KEGG) Signaling pathways regulating pluripotency of stem cells	0.0191237549513862	0.084059288894849	0.0123142801601856	0.0741946724288347	0.531937101748382	1.59432187674011	0.532074521014564	1.59391802558034	0.0229381823691018	0.091542447319055	1.63944099874269
(KEGG) Sphingolipid signaling pathway	0.0193001266949729	0.084059288894849	0.0132781182810786	0.0741946724288347	0.487054015118074	1.60630930444843	0.48719190811311	1.64788561134389	0.0229381823691018	0.091542447319055	1.63944099874269
(KEGG) Spinocerebellar ataxia	0.00781274840478264	0.084059288894849	0.0136599260977005	0.0741946724288347	0.592733097962063	2.03710928983826	0.593208285731152	2.10424783717188	0.0229381823691018	0.091542447319055	1.63944099874269
(KEGG) Steroid biosynthesis	0.00473893551685317	0.084059288894849	0.00472389509849987	0.0741946724288347	-0.72200253743137	-1.82139199796459	-0.72200253743137	-1.78054583842846	0.0229381823691018	0.091542447319055	1.63944099874269
(KEGG) T cell receptor signaling pathway	0.0129059520241498	0.084059288894849	0.00667684169026217	0.0741946724288347	0.567235854531446	1.93166215527586	0.567373937933821	1.96113295474518	0.0229381823691018	0.091542447319055	1.63944099874269
(KEGG) Th17 cell differentiation	0.00169066864777529	0.084059288894849	0.0022419626997424	0.0741946724288347	0.739869558064135	2.37341293684723	0.739869558064135	2.42775357515312	0.0229381823691018	0.091542447319055	1.63944099874269
(KEGG) Toxoplasmosis	0.0135442957731482	0.084059288894849	0.00375673530443922	0.0741946724288347	0.569566424482107	1.9245032073266	0.569842438834853	1.94251903682436	0.0229381823691018	0.091542447319055	1.63944099874269
(KEGG) Tryptophan metabolism	0.00663962575152838	0.084059288894849	0.00543047731132674	0.0741946724288347	0.655906675150847	1.79674991715425	0.656043887005952	1.82325133125849	0.0229381823691018	0.091542447319055	1.63944099874269
(KEGG) VEGF signaling pathway	0.0101798575659971	0.084059288894849	0.00276742737663286	0.0741946724288347	0.594864470199477	1.80109827440657	0.594727013154804	1.80012959317738	0.0229381823691018	0.091542447319055	1.63944099874269
(KEGG) Valine, leucine and isoleucine degradation	0.0109198773501597	0.084059288894849	0.0100827231879049	0.0741946724288347	0.570274053933097	1.77395906076899	0.570686708678627	1.79274659020796	0.0229381823691018	0.091542447319055	1.63944099874269
(KEGG) Yersinia infection	0.00599531398982073	0.084059288894849	0.00928829413949614	0.0741946724288347	0.593976362656099	2.12538764641702	0.594114943587363	2.13955168812274	0.0229381823691018	0.091542447319055	1.63944099874269
(KEGG) Axon guidance	0.0199885285179313	0.084059288894849	0.0149344079736304	0.0742053396189762	0.465602339050636	1.60240588591121	0.465740556051327	1.63201035051239	0.0229411040592256	0.091542447319055	1.63938568515788
(KEGG) Natural killer cell mediated cytotoxicity	0.0202750789446149	0.084059288894849	0.0149344079736304	0.0742053396189762	0.56216154549925	1.83530079787631	0.563057964386159	1.884347498837	0.0229411040592256	0.091542447319055	1.63938568515788
(KEGG) Focal adhesion	0.0224043511724992	0.084059288894849	0.015472296463572	0.0745483375063014	0.450836431138529	1.57931265067568	0.415944188743523	1.49902776757394	0.0230350214017046	0.091542447319055	1.63761137991063
(KEGG) Toll-like receptor signaling pathway	0.0153672214451436	0.084059288894849	0.0152741431893084	0.0745483375063014	0.594896230143303	1.91572423654234	0.594758470121261	1.97771085617126	0.0230350214017046	0.091542447319055	1.63761137991063
(KEGG) Chemokine signaling pathway	0.0229333571824904	0.084059288894849	0.016295210845127	0.0754719595256209	0.507794146578827	1.80131047356217	0.507517099896461	1.82800409082447	0.0232878833905318	0.091542447319055	1.63286998220749
(KEGG) HIF-1 signaling pathway	0.0156362927095184	0.084059288894849	0.0171398096870656	0.0754719595256209	0.472306768132851	1.5804826390865	0.472030829943005	1.60709652111591	0.0232878833905318	0.091542447319055	1.63286998220749
(KEGG) Influenza A	0.0095352117354927	0.084059288894849	0.0175626572481005	0.0754719595256209	0.497636772435674	1.71028156784105	0.505942857938876	1.7946970569338	0.0232878833905318	0.091542447319055	1.63286998220749
(KEGG) Phagosome	0.0135032742839278	0.084059288894849	0.0159600731864267	0.0754719595256209	0.625648725865355	1.64828546450344	0.625785862453397	1.67024419163194	0.0232878833905318	0.091542447319055	1.63286998220749
(KEGG) TNF signaling pathway	0.0218283696749303	0.084059288894849	0.0169245558400498	0.0754719595256209	0.542260223079432	1.7567802240697	0.542176557934553	1.81821990490981	0.0232878833905318	0.091542447319055	1.63286998220749
(KEGG) C-type lectin receptor signaling pathway	0.0122403059675114	0.084059288894849	0.018042487715718	0.0754935670210306	0.634782204874452	2.11311054003096	0.634644273839969	2.15475368548155	0.0232937990276344	0.091542447319055	1.63275967581961
(KEGG) Calcium signaling pathway	0.0189231993406573	0.084059288894849	0.0178850489049351	0.0754935670210306	0.509645731873346	1.64119493640923	0.509507971851304	1.69423303384091	0.0232937990276344	0.091542447319055	1.63275967581961
(KEGG) Cytosolic DNA-sensing pathway	0.00987556438092927	0.084059288894849	0.0184581129004192	0.0761128943637839	0.643658780406273	1.69573335321072	0.620285589595821	1.65556377242794	0.0234633242562969	0.091542447319055	1.62961045752782
(KEGG) Lipid and atherosclerosis	0.0074915908431728	0.084059288894849	0.0186692005043243	0.0761128943637839	0.540894815078437	1.97975290925231	0.541172708645201	1.99492650372929	0.0234633242562969	0.091542447319055	1.62961045752782
(KEGG) Hepatitis C	0.0265605510923407	0.0870747963645808	0.00920794557427558	0.0741946724288347	0.503996791399252	1.75340479120347	0.503858459679789	1.79797086676981	0.023689675575393	0.091542447319055	1.62544088679861
(KEGG) Relaxin signaling pathway	0.022793691693993	0.084059288894849	0.0194278429276449	0.0782032158353303	0.491193682251924	1.60361049980421	0.490917972298794	1.6429215316115	0.0240353712572904	0.091542447319055	1.61914916524545
(KEGG) PI3K-Akt signaling pathway	0.0236796965773199	0.084059288894849	0.0203216706598968	0.079019777119182	0.436754379252528	1.60062577054244	0.428430496563496	1.59102599332401	0.0242587871206019	0.091542447319055	1.61513091657734
(KEGG) PD-L1 expression and PD-1 checkpoint pathway in cancer	0.0188911261214358	0.084059288894849	0.0217634381008285	0.0804741083263194	0.618789315318074	2.02920531917561	0.618789315318074	2.09158288321156	0.0246566518174214	0.091542447319055	1.60806589756759
(KEGG) cGMP-PKG signaling pathway	0.0258527579778765	0.085637260801716	0.0211658996363818	0.0791853656984638	0.444270515430128	1.49049163812167	0.444132527297107	1.51814833594998	0.0247168298614717	0.091542447319055	1.60700723188246
(KEGG) Measles	0.0123649817409851	0.084059288894849	0.0227663232503706	0.0821291958447775	0.441290086042926	1.51662887880289	0.441151830823791	1.56486820599821	0.0251093842699579	0.091542447319055	1.60016393688637
(KEGG) Pancreatic cancer	0.0182601916058009	0.084059288894849	0.0229858441200792	0.0821291958447775	0.516372476613978	1.65646106515606	0.51651021766081	1.69483865616816	0.0251093842699579	0.091542447319055	1.60016393688637
(KEGG) Antifolate resistance	0.0228527455277064	0.084059288894849	0.0233761704267886	0.0822335580864435	0.8268546400219	1.54802082138394	0.8268546400219	1.52148245981276	0.0251379295145195	0.091542447319055	1.59967049584057
(KEGG) Epstein-Barr virus infection	0.0149608048644672	0.084059288894849	0.024216070380833	0.0833290222318239	0.422109176186938	1.54018462283447	0.421970268005246	1.55036722000562	0.0254375612907537	0.091542447319055	1.59452452701482
(KEGG) Platelet activation	0.0216803807279816	0.084059288894849	0.0243698083885523	0.0833290222318239	0.492799509315105	1.61604501053047	0.476163787180654	1.60949131185355	0.0254375612907537	0.091542447319055	1.59452452701482
(KEGG) Acute myeloid leukemia	0.0280614041506407	0.0910563930602424	0.0203761689426821	0.079019777119182	0.499889282970565	1.56890499911949	0.499889282970565	1.57631235052586	0.0260869178811117	0.091542447319055	1.58357722892186
(KEGG) Glioma	0.0176691948664273	0.084059288894849	0.0262298251622887	0.0859510789441817	0.513412967281192	1.56887508815272	0.513550443222902	1.56820726351908	0.0261547444239839	0.091542447319055	1.58244951940622
(KEGG) Hepatitis B	0.0189693642969119	0.084059288894849	0.0270258325109041	0.0859510789441817	0.513953645719549	1.83904747414296	0.51436938851334	1.85236864581668	0.0261547444239839	0.091542447319055	1.58244951940622
(KEGG) Oxytocin signaling pathway	0.0216436964966314	0.084059288894849	0.0262538001982153	0.0859510789441817	0.46612666583216	1.54106682802245	0.465988753820023	1.57480409736778	0.0261547444239839	0.091542447319055	1.58244951940622
(KEGG) Terpenoid backbone biosynthesis	0.0208722179993392	0.084059288894849	0.0270286411774156	0.0859510789441817	0.648658455762499	1.54456064733422	0.648795479604648	1.55176719519443	0.0261547444239839	0.091542447319055	1.58244951940622
(KEGG) Parkinson disease	0.0249786200271577	0.0845021400918739	0.0267673441909303	0.0859510789441817	0.457778363741816	1.69913913978715	0.491117280186962	1.83456654108736	0.0262779122978909	0.091542447319055	1.58040914114884
(KEGG) mTOR signaling pathway	0.0150096218742929	0.084059288894849	0.0279291212825505	0.0875290231509807	0.510909204907094	1.77798777306743	0.511047555764869	1.82706566839959	0.0265863695402052	0.091542447319055	1.57534096301826
(KEGG) Human cytomegalovirus infection	0.023790364781561	0.084059288894849	0.0287685847190128	0.0878999211161988	0.478034592322401	1.77432432443507	0.483287827734707	1.80531965427761	0.0266878305581985	0.091542447319055	1.57368672838172
(KEGG) Huntington disease	0.0116380051976815	0.084059288894849	0.0297641390075591	0.0887258244426881	0.455443302136398	1.65549020601262	0.466350470763533	1.71314992396981	0.02691376920405	0.091542447319055	1.57002547615338
(KEGG) Diabetic cardiomyopathy	0.0241593609931416	0.0844250197342752	0.031078809458423	0.0898460127979866	0.478611555347499	1.50468389736829	0.478611555347499	1.543950831603	0.0273254108624594	0.091542447319055	1.56343329931577
(KEGG) EGFR tyrosine kinase inhibitor resistance	0.0246761338941131	0.0845021400918739	0.031078809458423	0.0898460127979866	0.478049929136264	1.50291822767866	0.477912301831007	1.54169511287614	0.0273475864632397	0.091542447319055	1.56308099591003
(KEGG) NOD-like receptor signaling pathway	0.0110165302413333	0.084059288894849	0.0326840944250506	0.0936355137582531	0.484404466203997	1.73513296891696	0.495916224010016	1.79378256695187	0.0282573460807618	0.0936024588925234	1.54886862934535
(KEGG) Tuberculosis	0.0257394781739986	0.085637260801716	0.0332648808351721	0.0944485009427209	0.487386578663906	1.74031800283384	0.487802263851657	1.75609977316615	0.0289510417299161	0.094911662578488	1.53833580466834
(KEGG) GnRH secretion	0.0342528982582089	0.110024461071822	0.0174313906838698	0.0754719595256209	0.556494226371581	1.55071619904137	0.5563569956868	1.5583204292231	0.0298674729217911	0.096625543921514	1.52480152137142
(KEGG) Circadian rhythm	0.0249345385156176	0.0845021400918739	0.0355312109324927	0.0999904874029441	0.668919999440648	1.58802937967736	0.668782994371461	1.56793157047554	0.0301363088609291	0.096625543921514	1.52090994178575
(KEGG) Long-term depression	0.0352374856848675	0.112055204477879	0.0171338886572469	0.0754719595256209	0.546224328478597	1.55458576824976	0.545675179659267	1.55940690553176	0.0303853911702874	0.096625543921514	1.51733516833415
(KEGG) Nucleotide metabolism	0.0454545454545455	0.132610508757298	0.0175321665237114	0.0754719595256209	0.462690778781915	1.49895478936072	0.462690778781915	1.5431523090059	0.035665583203206	0.112293618402173	1.44775067000687
(KEGG) FoxO signaling pathway	0.0417362270450751	0.127616540387826	0.0235322446096426	0.0822335580864435	0.435223009837578	1.46013798879498	0.435223009837578	1.48769353186792	0.0369268117227954	0.114371980143278	1.43265818790739
(KEGG) Progesterone-mediated oocyte maturation	0.0452173913043478	0.132610508757298	0.0210773022654124	0.0791853656984638	0.473817655090208	1.48106572484508	0.466922616565324	1.47865500287466	0.0371113496980979	0.114371980143278	1.43049325056157
(KEGG) Carbon metabolism	0.040983606557377	0.127616540387826	0.026828827533193	0.0859510789441817	0.424093412527908	1.45954975612136	0.423955195527217	1.48558947307495	0.0383229695245348	0.114371980143278	1.41654084619702
(KEGG) Neurotrophin signaling pathway	0.0426229508196721	0.127868852459016	0.025734558469204	0.0859510789441817	0.413374629730499	1.4223302927101	0.413512827629891	1.45017210781772	0.0383940672908172	0.114371980143278	1.41573587828654
(KEGG) Glucagon signaling pathway	0.0481099656357388	0.137828550199684	0.0206587998738609	0.0791505826492502	0.464241499490799	1.45368646466326	0.464379107857388	1.48347926173202	0.0384946523690823	0.114371980143278	1.41459959796961
(KEGG) Leukocyte transendothelial migration	0.0424448217317487	0.127868852459016	0.0280753470484278	0.0875290231509807	0.469995834018302	1.51351170957312	0.469858073996261	1.5623878607608	0.0389864018849323	0.114371980143278	1.40908684466906
(KEGG) Ras signaling pathway	0.0416666666666667	0.127616540387826	0.0290235588591223	0.0878999211161988	0.413081939732167	1.4706905583594	0.413081939732167	1.48731326810587	0.0390533375352861	0.114371980143278	1.40834184498209
(KEGG) Human T-cell leukemia virus 1 infection	0.0400641025641026	0.126142421934501	0.0303757097045372	0.0894395896855819	0.392660946708579	1.43483942683747	0.391966309309301	1.44349935432114	0.0392029743258405	0.114371980143278	1.40668098184952
(KEGG) AGE-RAGE signaling pathway in diabetic complications	0.0489864864864865	0.139086631274131	0.0222567236608462	0.0813521623465412	0.471114359198463	1.50144311515719	0.471252043351017	1.5276440911666	0.0397191735627392	0.114824519935919	1.40099979645249
(KEGG) Glycolysis / Gluconeogenesis	0.0518134715025907	0.145811362281627	0.020086210766381	0.079019777119182	0.482592679053774	1.48522823422815	0.482730192805149	1.48826294602089	0.0405872019616996	0.115850195677189	1.39161088744791
(KEGG) cAMP signaling pathway	0.0446280991735537	0.132610508757298	0.0298542868407787	0.0887258244426881	0.423752645328981	1.44206622942492	0.423890690607833	1.45802732476733	0.0408025846410227	0.115850195677189	1.38931232564098
(KEGG) Biosynthesis of amino acids	0.0480274442538593	0.137828550199684	0.0288011599718351	0.0878999211161988	0.464043872099593	1.46588417233755	0.464043872099593	1.50181096151054	0.041983508126145	0.118148279505434	1.37692127475384
(KEGG) Phospholipase D signaling pathway	0.0555555555555556	0.151787711997136	0.0387215475351153	0.106667258993208	0.451626095815525	1.44876242946254	0.451350613721861	1.48102872211404	0.0539803836762696	0.150576859728541	1.26776403293448
(KEGG) Glycine, serine and threonine metabolism	0.0626151012891344	0.163209854179875	0.0380802847176054	0.106223952107005	0.590628839721225	1.47354754234761	0.590491759529313	1.51644055693262	0.0575607509179734	0.158336136407931	1.23987354904042
(KEGG) Small cell lung cancer	0.0625	0.163209854179875	0.038910069318277	0.106667258993208	0.442647508169805	1.41071916108391	0.449062241959699	1.45571205509825	0.0577578359223898	0.158336136407931	1.23838908733197
(KEGG) Central carbon metabolism in cancer	0.0557491289198606	0.151787711997136	0.0466417910447761	0.121574504526548	0.483393178983464	1.46359156436939	0.483530636028138	1.46355855353684	0.0602390583703004	0.163726671467996	1.2201218254491
(KEGG) Alanine, aspartate and glutamate metabolism	0.0583941605839416	0.157367314116046	0.0450189251935412	0.119753969506061	0.581060893226476	1.50119451988035	0.581060893226476	1.5279055701372	0.0614648981614769	0.164549200004243	1.21137283360554
(KEGG) Pathways in cancer	0.0590062111801242	0.157680463489744	0.0455667619818658	0.119753969506061	0.363055955829157	1.40255391819399	0.366434249524136	1.43987911692728	0.0615765874229715	0.164549200004243	1.2105843833841
(KEGG) Apoptosis	0.0611570247933884	0.162066115702479	0.0452173913043478	0.119753969506061	0.401522857988628	1.37995658906733	0.401937623646032	1.42576628745621	0.0631421420829644	0.167326676519856	1.19968068885129
(KEGG) GnRH signaling pathway	0.0687285223367698	0.173457699230895	0.0451263537906137	0.119753969506061	0.444855892130948	1.39298401764118	0.44471828376436	1.42067190387059	0.0672215526512311	0.176664906967698	1.17249146062473
(KEGG) Estrogen signaling pathway	0.0719178082191781	0.177285759796113	0.0439367311072056	0.119417781983687	0.435453313682763	1.3829512392834	0.435177907458582	1.42000406326195	0.0684397146077432	0.178392042993954	1.16469181012656
(KEGG) SNARE interactions in vesicular transport	0.0631768953068592	0.163335387866514	0.0516029742669455	0.132336659813618	0.56216936582943	1.48104768055611	0.56216936582943	1.50044955363616	0.0691334059866591	0.178735147185021	1.16031204625986
(KEGG) Glycerolipid metabolism	0.0558464223385689	0.151787711997136	0.0594795539033457	0.148933056230425	0.528395248824474	1.48963108391516	0.50052905408996	1.42626016308564	0.0716541866754522	0.183758317441886	1.14475842917555
(KEGG) Necroptosis	0.0551053484602917	0.151787711997136	0.0622837370242214	0.151192583005362	0.407743501080683	1.41853960298448	0.381138506818882	1.36005641723274	0.0725953707619582	0.184682623218422	1.13909107236653
