protein	pearson_coef	pearson_p	pearson_padj	spearman_coef	spearman_p	spearman_padj
ABCD2	0.327041989480484	0.00648585275310908	0.00648585275310908	0.364736420200786	0.00222802298550322	0.00222802298550322
ABCD3	-0.181477160860842	0.138584457266093	0.138584457266093	-0.149520937511929	0.223612981743341	0.223612981743341
ABCD4	0.0121708748659326	0.921530112787828	0.921530112787828	-0.039126617551628	0.751406080242844	0.751406080242844
ABCE1	0.113808418286162	0.355436328237284	0.355436328237284	0.122342252929725	0.320273606694583	0.320273606694583
ABCF1	0.21006802423361	0.0855430474100821	0.0855430474100821	0.202847654311562	0.0971139289574264	0.0971139289574264
ABCF2	-0.0122684184440618	0.920903224156475	0.920903224156475	0.110394319960301	0.370145511311154	0.370145511311154
ABCF3	0.167675631178798	0.171702972555264	0.171702972555264	0.142306370958507	0.247013005330516	0.247013005330516
ABHD10	-0.00365000620115381	0.97643329168781	0.97643329168781	-0.0269114784135588	0.827551565188699	0.827551565188699
ABHD11	-0.101472210150477	0.410294112520971	0.410294112520971	-0.0602740771844104	0.625364142320167	0.625364142320167
ABHD12	0.038427555909799	0.755708068647096	0.755708068647096	0.0841699431232584	0.494968720602545	0.494968720602545
ABHD13	-0.0921312824997888	0.454918675935327	0.454918675935327	-0.098217353132038	0.425547136873719	0.425547136873719
ABHD14B	-0.138188871626815	0.261093807991042	0.261093807991042	-0.0715730808871245	0.5619085070165	0.5619085070165
ABHD16A	0.0428858195400695	0.728404393088161	0.728404393088161	0.0206512196052983	0.867248187940917	0.867248187940917
ABHD17A	0.0487137398851464	0.693218851768033	0.693218851768033	0.0811543306485475	0.510605563370191	0.510605563370191
ABHD17B	0.0568847719226808	0.644970436833953	0.644970436833953	0.10608084895217	0.389249031146167	0.389249031146167
ABHD18	0.0383196331555109	0.756372883252805	0.756372883252805	-0.0041989540787113	0.972890188868929	0.972890188868929
ABHD3	-0.121002221709555	0.325642742701911	0.325642742701911	-0.129480474863534	0.292631785337643	0.292631785337643
ABHD6	0.143637290018976	0.242574883074633	0.242574883074633	0.162728556704966	0.184881912258323	0.184881912258323
ABI1	0.158710001380436	0.196113769938742	0.196113769938742	0.16127800893232	0.188881270122302	0.188881270122302
ABI3	0.278883646357109	0.0212791828748841	0.0212791828748841	0.326411421155094	0.00659573663659684	0.00659573663659684
ABL1	0.09226588438831	0.454257256333735	0.454257256333735	0.278963240065656	0.0212406904389382	0.0212406904389382
ABL2	-0.145627213817351	0.236041950209349	0.236041950209349	-0.0679848837653166	0.581728321331503	0.581728321331503
ABLIM1	-0.0839643420029085	0.496026820650985	0.496026820650985	0.0182463640874909	0.882590531804538	0.882590531804538
ABR	0.101007008129597	0.412454504105562	0.412454504105562	0.0166049547658129	0.893087411670243	0.893087411670243
ABRACL	0.260002781355716	0.0322528750639461	0.0322528750639461	0.172920563423293	0.158495199973357	0.158495199973357
ABRAXAS1	-0.306342655487045	0.0110619165159135	0.0110619165159135	-0.245447952055579	0.0436468485743752	0.0436468485743752
ABRAXAS2	0.264809674392248	0.0290865293760665	0.0290865293760665	0.350269114784136	0.00340910686268172	0.00340910686268172
ABT1	0.030089824718494	0.807554611151723	0.807554611151723	-0.00981028362026186	0.936714686812784	0.936714686812784
ABTB1	0.0920761984547414	0.45518950592025	0.45518950592025	0.0535175783486659	0.664690667314895	0.664690667314895
ACAA1	-0.227769089452269	0.061755715736433	0.061755715736433	-0.258350192770165	0.0334060286646614	0.0334060286646614
ACAA2	0.000768238456906315	0.995039101438815	0.995039101438815	-0.135473527503149	0.270670785978567	0.270670785978567
ACACA	-0.128167163804072	0.297596151116645	0.297596151116645	-0.147726838951025	0.229281800976878	0.229281800976878
ACAD10	0.29820654843499	0.0135127421784724	0.0135127421784724	0.267740580982555	0.0272873637781984	0.0272873637781984
ACAD8	-0.0134026097767869	0.913617678373651	0.913617678373651	0.0271786845822041	0.825866003556386	0.825866003556386
ACAD9	-0.0268368819646043	0.828022265559224	0.828022265559224	0.00939038821239073	0.939418190860465	0.939418190860465
ACADM	0.170733833016524	0.163907383762555	0.163907383762555	0.156430125586899	0.202699081090479	0.202699081090479
ACADS	0.123474998229197	0.315779374720787	0.315779374720787	0.133068671985342	0.279346755279713	0.279346755279713
ACADSB	0.134409753177905	0.274486033752964	0.274486033752964	0.108333015230752	0.37920256759429	0.37920256759429
ACADVL	-0.0266685777715241	0.82908447920428	0.82908447920428	-0.067030576020155	0.587052778418268	0.587052778418268
ACAP1	0.241465670007605	0.0472869844100668	0.0472869844100668	0.290300416078177	0.0163298030300347	0.0163298030300347
ACAP2	0.11655854096048	0.343853803851487	0.343853803851487	0.13211436424018	0.282840238213561	0.282840238213561
ACAT1	0.206497855095535	0.09112030219741	0.09112030219741	0.139863343130893	0.255303486360384	0.255303486360384
ACAT2	-0.0464931682135333	0.706554016409277	0.706554016409277	-0.059586975607894	0.629318562112835	0.629318562112835
ACBD3	-0.259288028983406	0.0327474629835863	0.0327474629835863	-0.226247280222926	0.0635635112872031	0.0635635112872031
ACBD5	-0.0704891075202143	0.567862234320048	0.567862234320048	-0.126312173149597	0.304701235394481	0.304701235394481
ACBD6	-0.127631661583477	0.299636059708538	0.299636059708538	-0.153452685421995	0.211534199697071	0.211534199697071
ACD	0.0695839005748865	0.572856574268529	0.572856574268529	0.114097034011528	0.354209612464918	0.354209612464918
ACIN1	-0.100222137798558	0.416114326858372	0.416114326858372	-0.106844295148299	0.385825860715288	0.385825860715288
ACLY	-0.133888337811209	0.276369143365536	0.276369143365536	-0.124021834561209	0.313624324174754	0.313624324174754
ACO1	0.046691746853252	0.705357833991097	0.705357833991097	0.0974539069359087	0.429171076605142	0.429171076605142
ACO2	0.035284462581167	0.775140324114161	0.775140324114161	0.00652746497690575	0.957867789877788	0.957867789877788
ACOT13	0.0123937328876114	0.920097929513678	0.920097929513678	-0.165247929152193	0.178081799381933	0.178081799381933
ACOT2	0.118691319241229	0.335035400234673	0.335035400234673	-0.0120242775890369	0.922472346980578	0.922472346980578
ACOT7	0.176630275016401	0.149617773776922	0.149617773776922	0.085696835515517	0.487147778691027	0.487147778691027
ACOT8	-0.108065240837227	0.380388823412662	0.380388823412662	-0.110432492270107	0.369979036280141	0.369979036280141
ACOT9	-0.121170288979319	0.32496622482874	0.32496622482874	-0.126655723937855	0.303377117326575	0.303377117326575
ACOX1	-0.184926175216627	0.131114223881647	0.131114223881647	-0.189678207428331	0.121326721961326	0.121326721961326
ACOX3	-0.221059446727947	0.0700495277671795	0.0700495277671795	-0.167614612360194	0.171861225421784	0.171861225421784
ACP1	-0.021344969444786	0.862831055839547	0.862831055839547	-0.00946673283200366	0.938926593025514	0.938926593025514
ACP5	0.0409363063173024	0.740304654134086	0.740304654134086	0.0579073939764095	0.639028565774859	0.639028565774859
ACP6	-0.178209933603292	0.145952229129496	0.145952229129496	-0.146658014276444	0.232706072895772	0.232706072895772
ACSF2	0.341441944053078	0.00437773423830227	0.00437773423830227	0.326335076535481	0.00660915093840739	0.00660915093840739
ACSF3	0.176306127349888	0.15037835952092	0.15037835952092	0.0837500477153872	0.497130912708822	0.497130912708822
ACSL1	0.308079054591516	0.0105919870447529	0.0105919870447529	0.180364163835554	0.141062203411512	0.141062203411512
ACSL3	0.0811162336918823	0.510804708205741	0.510804708205741	0.091995266633584	0.455587581701914	0.455587581701914
ACSL4	0.225174522037007	0.0648633526029628	0.0648633526029628	0.21853647364202	0.07339021473043	0.07339021473043
ACSL5	0.143317208414155	0.243637198757108	0.243637198757108	0.0955071191357789	0.438491034081186	0.438491034081186
ACSS1	-0.145362520963207	0.23690385565906	0.23690385565906	-0.187655075008589	0.125423087679981	0.125423087679981
ACSS2	-0.0708789431869042	0.565717666886875	0.565717666886875	0.102721685689201	0.404524188682624	0.404524188682624
ACTBL2	0.121644558603892	0.323061979385039	0.323061979385039	0.100889414818491	0.413001647093673	0.413001647093673
ACTL6A	-0.0720829864625102	0.559118081189361	0.559118081189361	0.0269878230331717	0.827069896597568	0.827069896597568
ACTN1	-0.126730317836864	0.303090111002195	0.303090111002195	0.0376378974691759	0.760576495481624	0.760576495481624
ACTN4	0.330161293197967	0.00596560671124674	0.00596560671124674	0.371187540558079	0.00183143563695592	0.00183143563695592
ACTR10	0.194071619795288	0.112783978666086	0.112783978666086	0.208497156162919	0.0879628698409438	0.0879628698409438
ACTR1A	0.257325004882025	0.0341385624015209	0.0341385624015209	0.35454441348246	0.00301252740739542	0.00301252740739542
ACTR1B	0.151991530938446	0.215968042530669	0.215968042530669	0.154330648547544	0.20890116809177	0.20890116809177
ACTR2	0.260952235430779	0.0316055647300474	0.0316055647300474	0.292628926976371	0.0154520199051838	0.0154520199051838
ACTR3	0.272964646841913	0.0243129430921996	0.0243129430921996	0.31770813451922	0.00828818000111393	0.00828818000111393
ACTR3B	0.16873828964062	0.168964022512038	0.168964022512038	0.260029774401649	0.0322343198809641	0.0322343198809641
ACTR5	-0.298535858452139	0.01340512697418	0.01340512697418	-0.277283658434172	0.0220656385100817	0.0220656385100817
ACTR6	-0.0904984939311642	0.462984100993696	0.462984100993696	-0.00316830171393671	0.979542758596127	0.979542758596127
ACTR8	-0.165619757217539	0.177093797073234	0.177093797073234	-0.151963965339543	0.2160523133661	0.2160523133661
ACY3	0.0476633828416979	0.699515271023586	0.699515271023586	0.112875520097721	0.359419348715061	0.359419348715061
ACYP1	-0.180460502597396	0.140846428471804	0.140846428471804	-0.181509333129748	0.138513325913554	0.138513325913554
ACYP2	0.0717158687820325	0.56112644680098	0.56112644680098	0.111043249227011	0.367321621032312	0.367321621032312
ADA	-0.0717919011052728	0.560710222044062	0.560710222044062	-0.178188342176585	0.146001874385985	0.146001874385985
ADA2	-0.0513950679373852	0.677239945728501	0.677239945728501	-0.0497766919876322	0.686867938730078	0.686867938730078
ADAL	-0.0737843301297334	0.549855443071838	0.549855443071838	-0.0793220597778371	0.520228135180541	0.520228135180541
ADAM10	0.124353817379391	0.312320623106434	0.312320623106434	0.22620910791312	0.0636094004186318	0.0636094004186318
ADAM17	-0.125142611029874	0.309237033313034	0.309237033313034	-0.0842844600526778	0.49437988515533	0.49437988515533
ADAM28	-0.0189140130451375	0.878326541946194	0.878326541946194	-0.047715387258083	0.699203048183992	0.699203048183992
ADAP1	0.357210357451017	0.00278656290481146	0.00278656290481146	0.233614536015574	0.0551945972036137	0.0551945972036137
ADAR	-0.130086845511896	0.290358122982697	0.290358122982697	-0.22750696644654	0.0620640993390808	0.0620640993390808
ADARB1	0.332437274300685	0.00560954929530162	0.00560954929530162	0.362484253922205	0.00238360289210933	0.00238360289210933
ADAT1	0.132307313959469	0.282131574594731	0.282131574594731	0.192235752185365	0.116295575867945	0.116295575867945
ADAT3	-0.268860490820932	0.0266251270360568	0.0266251270360568	-0.261365805244875	0.0313270276275138	0.0313270276275138
ADCK1	0.0730166150493112	0.554025961667485	0.554025961667485	-0.0122151391380692	0.921245631250076	0.921245631250076
ADCK5	0.101657920212436	0.40943351601223	0.40943351601223	0.0821468107035157	0.505431564028764	0.505431564028764
ADCY7	0.0623246954732591	0.613625210096968	0.613625210096968	0.0231324197427186	0.851469897304877	0.851469897304877
ADD1	0.145365966702997	0.236892621533499	0.236892621533499	0.172424323395809	0.159711648705961	0.159711648705961
ADD3	0.145875797665123	0.235234475284458	0.235234475284458	0.169485055540711	0.167058522269816	0.167058522269816
ADGRE5	-0.00590908688262973	0.961856048480063	0.961856048480063	-0.107836775203268	0.381402698246158	0.381402698246158
ADH5	-0.019696088193101	0.873336151749571	0.873336151749571	0.0411115776615643	0.739232223135447	0.739232223135447
ADI1	0.0930044163684216	0.450637629048384	0.450637629048384	0.0486315226934382	0.693710967518701	0.693710967518701
ADK	0.298709841876493	0.0133485702808769	0.0133485702808769	0.272512119708364	0.0245592443133892	0.0245592443133892
ADNP	-0.170100250666115	0.16550063840522	0.16550063840522	-0.129327785624308	0.293206148583219	0.293206148583219
ADNP2	0.0297394885529004	0.809753026199996	0.809753026199996	0.00969576669084246	0.937451936692239	0.937451936692239
ADO	0.0790336853020795	0.521750871548819	0.521750871548819	0.0537466122075047	0.663341907854014	0.663341907854014
ADPGK	0.156213807578656	0.203331982857843	0.203331982857843	0.173798526548841	0.156359832255826	0.156359832255826
ADPRH	0.38378943692341	0.00123436381935383	0.00123436381935383	0.244111921212353	0.0448414008844164	0.0448414008844164
ADPRHL2	-0.0245808977664547	0.842285201675017	0.842285201675017	0.0254991029507195	0.836473686195293	0.836473686195293
ADPRM	-0.112597658555333	0.360610957175872	0.360610957175872	-0.119021261976562	0.333684014620895	0.333684014620895
ADRB2	-0.0642152169441886	0.602887756944768	0.602887756944768	-0.138298278428828	0.260712792207038	0.260712792207038
ADRM1	0.223986471824244	0.0663278063249819	0.0663278063249819	0.262854525327328	0.0303413582108488	0.0303413582108488
ADSL	0.045109116023145	0.714910695113648	0.714910695113648	0.0429438485322747	0.728051133615506	0.728051133615506
ADSS	0.0737949278468691	0.549797978206869	0.549797978206869	0.117188991105852	0.341232135484174	0.341232135484174
AES	-0.029498999923973	0.811262981061254	0.811262981061254	0.059586975607894	0.629318562112835	0.629318562112835
AFDN	-0.296235990739824	0.0141724115704941	0.0141724115704941	-0.291521929991984	0.0158641328235136	0.0158641328235136
AFF1	0.112329222865771	0.361764440298969	0.361764440298969	0.151086002213994	0.21874844624078	0.21874844624078
AFF3	-0.225061758878171	0.0650012211407267	0.0650012211407267	-0.17089743100355	0.16349782822162	0.16349782822162
AFF4	-0.0853640623648594	0.488846708914248	0.488846708914248	-0.0572584647096996	0.642796527248861	0.642796527248861
AFG1L	0.217973938896025	0.0741521568031746	0.0741521568031746	0.17986792380807	0.142177592611594	0.142177592611594
AFG3L2	0.0110740282254653	0.928582467614926	0.928582467614926	-0.0732144902088025	0.552949583261057	0.552949583261057
AFMID	0.337959871924814	0.00482233577276127	0.00482233577276127	0.296560674886437	0.0140618461950552	0.0140618461950552
AFP	-0.126710095057012	0.303167902423885	0.303167902423885	-0.106386227430622	0.387877601823213	0.387877601823213
AFTPH	0.127747218901057	0.299195093730573	0.299195093730573	0.0986754208497156	0.423381178234844	0.423381178234844
AGA	-0.0845723066160559	0.492901422590861	0.492901422590861	-0.0180936748482651	0.883566164746341	0.883566164746341
AGAP2	0.0191890846711445	0.876570772040653	0.876570772040653	0.107951292132687	0.380894297607838	0.380894297607838
AGAP3	-0.181073238427421	0.139479851429323	0.139479851429323	-0.194182539985494	0.112574458818598	0.112574458818598
AGFG1	0.17086071893378	0.16358966853691	0.16358966853691	0.211436424018017	0.08347823379137	0.08347823379137
AGFG2	0.297629073051001	0.0137032563918053	0.0137032563918053	0.221552086116731	0.0694116748599815	0.0694116748599815
AGGF1	-0.171657534109901	0.161604848245995	0.161604848245995	-0.162728556704966	0.184881912258323	0.184881912258323
AGK	0.00787304568518304	0.949193095420999	0.949193095420999	-0.0157651639500706	0.898465109081176	0.898465109081176
AGL	0.0240280232811632	0.845788535449696	0.845788535449696	0.0597396648471199	0.62843889903204	0.62843889903204
AGMAT	0.147677046135528	0.229440543548772	0.229440543548772	0.0622972096041531	0.613781925826582	0.613781925826582
AGO1	0.0370524804053495	0.764191728533994	0.764191728533994	0.0876054510058404	0.477464067941365	0.477464067941365
AGO2	0.256601477793575	0.0346635826812879	0.0346635826812879	0.252548001679582	0.0377310670093754	0.0377310670093754
AGO3	-0.0270943523585103	0.826397894847068	0.826397894847068	0.0355765927396267	0.773328205440381	0.773328205440381
AGO4	0.0919707744090495	0.455708088246842	0.455708088246842	0.0618391418864755	0.616396216642237	0.616396216642237
AGPAT1	-0.09715616460751	0.430589141542913	0.430589141542913	-0.150131694468832	0.221705710289693	0.221705710289693
AGPAT2	-0.0869465893375128	0.48079524466256	0.48079524466256	-0.104630301179524	0.395802590470582	0.395802590470582
AGPAT3	-0.0839336413936802	0.496184918557873	0.496184918557873	-0.146925220445089	0.231846700305727	0.231846700305727
AGPAT5	0.00850993071012988	0.94508921165402	0.94508921165402	-0.0415696453792419	0.736431792317273	0.736431792317273
AGPS	-0.381541883054046	0.00132586923408128	0.00132586923408128	-0.393136618696797	0.000911837103002355	0.000911837103002355
AGTPBP1	0.192672883622134	0.115451925324295	0.115451925324295	0.193533610718785	0.113804500462576	0.113804500462576
AGTRAP	-0.0501698725551641	0.68452420060733	0.68452420060733	-0.0663434744436386	0.590899986655241	0.590899986655241
AHCTF1	0.0419444281624109	0.734143069869885	0.734143069869885	0.0871855555979692	0.479585613886996	0.479585613886996
AHCY	0.0352073865050234	0.775618636328367	0.775618636328367	0.0641294804748635	0.603372915412193	0.603372915412193
AHCYL1	0.332408304677942	0.0056139609715399	0.0056139609715399	0.396877505057831	0.000805741545821544	0.000805741545821544
AHCYL2	-0.00440972323111238	0.971529945709904	0.971529945709904	-0.104668473489331	0.395629298518722	0.395629298518722
AHDC1	-0.201073125566258	0.10013682780439	0.10013682780439	-0.150322556017865	0.221112030159344	0.221112030159344
AHNAK	-0.220294672666155	0.0710490340334379	0.0710490340334379	-0.253196930946292	0.0372253384267072	0.0372253384267072
AHNAK2	-0.154603646199585	0.208087191188819	0.208087191188819	-0.156353780967286	0.202922289351002	0.202922289351002
AHSA1	0.275873247882197	0.022779262260995	0.022779262260995	0.230217200442799	0.0589349803655442	0.0589349803655442
AHSG	-0.0299235666181075	0.808597723098549	0.808597723098549	0.00847425277703554	0.945319072216509	0.945319072216509
AIDA	-0.073249121529369	0.552761302881107	0.552761302881107	0.0113371760125205	0.92688999545654	0.92688999545654
AIF1	-0.0899055381017198	0.46593226478991	0.46593226478991	-0.112035729281979	0.363028181007061	0.363028181007061
AIFM1	0.0162984084862163	0.895049872623405	0.895049872623405	-0.0176737794403939	0.886250040892	0.886250040892
AIM2	-0.0786299557113229	0.52388648724795	0.52388648724795	-0.052296064434859	0.67190188754669	0.67190188754669
AIMP1	0.158781130319664	0.195910811167864	0.195910811167864	0.133793945871665	0.276710960914615	0.276710960914615
AIMP2	0.206818715031758	0.090607665580354	0.090607665580354	0.213688590296599	0.0801659572918599	0.0801659572918599
AIP	0.162864119259207	0.184511300165842	0.184511300165842	0.085696835515517	0.487147778691027	0.487147778691027
AK1	0.04342226313641	0.725140875884655	0.725140875884655	0.013093102263618	0.915605140367631	0.915605140367631
AK2	0.193267495609277	0.114311899500829	0.114311899500829	0.132076191930374	0.282980576588361	0.282980576588361
AK3	-0.033039914459396	0.789102786272833	0.789102786272833	-0.056227812344925	0.64879940312896	0.64879940312896
AK4	0.087339168012495	0.478808895864455	0.478808895864455	0.0087414589456808	0.943597664820198	0.943597664820198
AK6	0.237016885810964	0.0516447666913792	0.0516447666913792	0.0991716608771997	0.421041853151834	0.421041853151834
AKAP1	-0.371044357925676	0.00183950037105138	0.00183950037105138	-0.359544986067107	0.00260123369844084	0.00260123369844084
AKAP10	-0.0382922611200562	0.756541525675089	0.756541525675089	-0.0227125243348475	0.854136165224464	0.854136165224464
AKAP11	0.288555634795093	0.0170152782373588	0.0170152782373588	0.392220483261442	0.000939676688677969	0.000939676688677969
AKAP12	-0.167325648692876	0.172612103842897	0.172612103842897	-0.235790357674543	0.0529023060578981	0.0529023060578981
AKAP13	-0.015106832649162	0.902684009872369	0.902684009872369	0.0883307248921632	0.473811427787504	0.473811427787504
AKAP17A	-0.119538332540653	0.331573109203083	0.331573109203083	-0.0932931251670038	0.449226985947541	0.449226985947541
AKAP5	0.103587494542457	0.400553958532935	0.400553958532935	0.127953582471275	0.298408664671796	0.298408664671796
AKAP7	-0.33899220207441	0.0046865378181623	0.0046865378181623	-0.363782112455625	0.00229280109030163	0.00229280109030163
AKAP8	-0.153837753905373	0.210376499213845	0.210376499213845	-0.164293621407031	0.180635870537696	0.180635870537696
AKAP8L	-0.280696809958765	0.0204168970824394	0.0204168970824394	-0.293086994694049	0.0152842024774382	0.0152842024774382
AKAP9	-0.232691464511786	0.056191211309721	0.056191211309721	-0.215482688857503	0.0776027456343175	0.0776027456343175
AKIP1	-0.0507223006138952	0.681236205808197	0.681236205808197	-0.0824903614917739	0.503646870777974	0.503646870777974
AKNA	0.0928850110752507	0.451221763863012	0.451221763863012	0.0350803527121426	0.776407153373883	0.776407153373883
AKR1A1	0.0522698492869398	0.672056975698662	0.672056975698662	0.0626789327022178	0.611607007089868	0.611607007089868
AKR1B1	0.203661653895961	0.0957513574830005	0.0957513574830005	0.22243004924228	0.0682864765869562	0.0682864765869562
AKR7A2	-0.0416235381632805	0.736102538785816	0.736102538785816	0.0451960148108562	0.714385018815485	0.714385018815485
AKT1	0.19407525500111	0.112777107281151	0.112777107281151	0.152383860747414	0.214771156569052	0.214771156569052
AKT1S1	0.104664712424073	0.395646370747356	0.395646370747356	0.0847043554605489	0.492223957237672	0.492223957237672
AKT2	0.267641633759643	0.0273465361189796	0.0273465361189796	0.291292896133145	0.015950566540826	0.015950566540826
AKT3	0.0767709069078968	0.533776510407565	0.533776510407565	0.112264763140818	0.362041763380507	0.362041763380507
AKTIP	-0.159063769075188	0.195105818088468	0.195105818088468	-0.136695041416956	0.266333806112901	0.266333806112901
ALAD	0.109709508955683	0.373139791673032	0.373139791673032	0.202198725044852	0.0982109980595864	0.0982109980595864
ALAS1	-0.00283574214657768	0.981689655105048	0.981689655105048	-0.044852464022598	0.716464029227312	0.716464029227312
ALB	-0.0609168879413673	0.621674135613935	0.621674135613935	-0.0666488529220903	0.589188717454448	0.589188717454448
ALCAM	-0.223710348060668	0.0666719539491903	0.0666719539491903	-0.172615184944841	0.159242970003133	0.159242970003133
ALDH16A1	0.124825801922976	0.310473148229898	0.310473148229898	0.216933236630148	0.0755784107686771	0.0755784107686771
ALDH18A1	-0.204210514351385	0.0948410807782954	0.0948410807782954	-0.277818070771462	0.0218002511483937	0.0218002511483937
ALDH1B1	-0.0307897867434105	0.803166699121894	0.803166699121894	-0.134328358208955	0.274779429090708	0.274779429090708
ALDH2	0.240638999465517	0.0480730584973664	0.0480730584973664	0.264610451578425	0.0292123620360195	0.0292123620360195
ALDH3A2	0.261966091678067	0.030926400710423	0.030926400710423	0.227583311066153	0.0619741528750218	0.0619741528750218
ALDH4A1	0.225378297424164	0.0646148069556552	0.0646148069556552	0.093140435927778	0.449972726748311	0.449972726748311
ALDH5A1	-0.00856051704356731	0.944763309094044	0.944763309094044	-0.104286750391266	0.397364233062293	0.397364233062293
ALDH6A1	0.195799146226969	0.109554725548935	0.109554725548935	0.0890178264686796	0.470364925281904	0.470364925281904
ALDH7A1	-0.0632231159539728	0.608512229875759	0.608512229875759	-0.153681719280834	0.210845073095786	0.210845073095786
ALDH9A1	-0.106215636721025	0.388643355460135	0.388643355460135	0.0253845860213001	0.837198019037189	0.837198019037189
ALDOC	-0.186126976308925	0.128586305836535	0.128586305836535	-0.196625567813108	0.108035376984811	0.108035376984811
ALG1	0.170641659785409	0.164138465071176	0.164138465071176	0.171470015650647	0.162070339585139	0.162070339585139
ALG11	-0.181049580263258	0.139532430171795	0.139532430171795	-0.13535901057373	0.271079788734696	0.271079788734696
ALG12	-0.183162013553344	0.13489617499474	0.13489617499474	-0.221895636904989	0.0689696211956331	0.0689696211956331
ALG13	0.128579091316883	0.296033165737056	0.296033165737056	0.223880597014925	0.066459594294447	0.066459594294447
ALG14	0.12971375228781	0.291755703974849	0.291755703974849	0.205405199068596	0.0928831416345087	0.0928831416345087
ALG2	-0.00300437450729935	0.980601002229574	0.980601002229574	0.0117570714203916	0.924190051132865	0.924190051132865
ALG5	-0.296712332702885	0.0140104571917659	0.0140104571917659	-0.241248997976868	0.0474919875701344	0.0474919875701344
ALG6	0.132525215022545	0.281332685678698	0.281332685678698	0.108065809062106	0.380386303787853	0.380386303787853
ALG8	-0.0655300776976003	0.595468931644931	0.595468931644931	-0.092567851280681	0.452775351422953	0.452775351422953
ALKBH1	0.0431649338831682	0.726705763848981	0.726705763848981	-0.0133221361224568	0.914134379138908	0.914134379138908
ALKBH2	0.0894468314877454	0.468219914699508	0.468219914699508	0.0647020651219605	0.600136079917778	0.600136079917778
ALKBH4	0.111544435341119	0.365149654575196	0.365149654575196	0.175707142039165	0.151791401961671	0.151791401961671
ALKBH5	0.0789079623166852	0.522415441288755	0.522415441288755	0.0503111043249227	0.683683044710026	0.683683044710026
ALKBH7	-0.243752197469806	0.0451675949797778	0.0451675949797778	-0.240867274878803	0.0478549288116749	0.0478549288116749
ALKBH8	0.10848477373274	0.378531257149901	0.378531257149901	0.152803756155285	0.213495359657639	0.213495359657639
ALMS1	-0.203760635755599	0.0955866944643113	0.0955866944643113	-0.0451960148108562	0.714385018815485	0.714385018815485
ALOX5	-0.0131311924503627	0.915360521151462	0.915360521151462	0.0192388441424591	0.876253222679393	0.876253222679393
ALOX5AP	-0.245243611252369	0.043827831224233	0.043827831224233	-0.128449822498759	0.296523074115669	0.296523074115669
ALYREF	-0.0475713386746656	0.700068005205745	0.700068005205745	-0.11428789556056	0.353399822725923	0.353399822725923
AMACR	-0.152527187398651	0.214335075239924	0.214335075239924	-0.220139710653892	0.0712529436974638	0.0712529436974638
